194518322,-0.5
35744954,-0.13
490602937,-0.13
263855080,-1.0
58298964,0.13
46091075,-0.13
398430447,1.0
409695878,0.55
156332722,-1.0
337606180,1.0
362089682,-0.99
103029510,0.37
334629885,0.49
209395423,1.0
26502872,-0.37
534179301,1.0
197674322,0.5
52155206,-0.99
177846334,0.98
302481074,0.5
65664359,-0.99
16548793,-1.0
28824860,-0.13
44631433,1.0
234175799,-0.13
242502658,0.99
539329810,1.0
263766029,0.5
523144954,-0.71
259554984,0.98
557807885,0.96
401678698,-0.97
232376248,-0.13
342202689,-0.13
243742319,-0.13
262586034,-0.99
91292464,0.13
320559703,0.0
459499886,1.0
290253368,0.0
110411693,0.37
61904747,-0.13
245145895,0.5
491680102,-1.0
163757108,-0.99
279638916,-1.0
65652676,1.0
382172529,-0.71
20132693,-0.98
215196181,0.71
75483552,-0.51
47268360,-0.59
59658196,0.13
37500678,0.13
57705971,0.89
31335844,0.13
387761889,-0.96
214306796,0.38
416022516,1.0
379204633,0.96
438108056,
7521832,1.0
68484656,-0.13
122338361,1.0
337154000,-0.13
340931394,0.13
42595145,0.99
249047334,1.0
580769598,-1.0
525893754,1.0
327919820,0.0
168806682,1.0
131725427,-0.71
254478596,1.0
253907654,0.0
462852967,1.0
425358764,1.0
136875081,-0.5
494252644,-0.49
25535048,1.0
433523400,0.13
209787098,
88647732,0.3
175545109,-1.0
62716217,-1.0
43990871,0.13
230838138,-0.49
23388972,-1.0
169440697,1.0
465224617,0.13
272526291,-1.0
42720802,0.99
132280603,0.5
83753101,1.0
346660191,-0.13
569010356,-1.0
33886172,0.49
201929801,1.0
427436174,1.0
385191080,-0.99
76032920,
356595726,-0.13
143833998,0.13
214476539,-0.13
426012196,0.5
404697604,-0.5
468530946,-0.46
437150155,1.0
263480794,-0.9
43772589,-0.51
269241471,-0.94
325741813,1.0
257096790,0.13
92876067,-0.89
230217626,0.5
163594228,0.74
473208622,0.72
182513531,0.69
230862182,-0.13
101963900,-0.96
240908984,1.0
362596542,1.0
336208450,0.0
309334506,1.0
401061947,-0.13
161040007,-0.57
348201191,-1.0
311719312,1.0
28400964,-1.0
266246715,0.13
116802270,-0.26
526760881,-0.13
21833728,-0.13
357223157,0.13
396455039,0.68
378966503,0.5
73810651,-1.0
239977330,-1.0
44436110,-1.0
376618813,-1.0
493696119,-0.5
581721134,0.13
52151235,1.0
75875706,0.13
131962317,0.13
63717870,-0.13
380407307,-0.13
239293017,-0.48
130280606,-1.0
366819436,0.13
298161737,0.13
417231533,0.13
43638421,1.0
270572147,1.0
366225148,-0.13
239551352,-0.39
456340500,-1.0
424286397,0.8
400039515,0.98
236219835,-0.57
253541384,0.13
366293243,1.0
348510385,0.99
567580008,0.0
230682428,-0.5
307693631,1.0
242956807,-0.13
81259703,0.13
274733772,0.5
409230781,-0.13
237907591,0.13
383012245,0.5
21998727,-0.7
424181803,-1.0
237291957,0.88
319310039,-0.13
462534845,0.98
472810513,-0.85
117133958,-1.0
194404449,1.0
267760906,-0.13
80708587,0.13
59535782,1.0
387756056,1.0
221656190,-1.0
316110521,-0.35
395245943,-0.13
60089199,0.99
39519970,1.0
359606716,-1.0
102278116,-1.0
315662400,0.5
70382751,-0.13
171429397,1.0
98167463,-0.13
523806895,1.0
289218470,-0.13
493914049,-0.99
331622123,-0.99
58893756,-0.99
167706777,0.55
267529242,-1.0
251869785,0.99
378442302,0.18
44673841,0.13
351055458,-0.13
88028490,0.99
288607965,1.0
47774507,-1.0
234868075,1.0
458990042,1.0
440296214,0.13
352039025,0.97
83715918,
59730137,0.84
247137438,0.0
541229246,1.0
17579750,-0.99
522103290,0.9
387616264,0.13
502339451,0.46
269492897,-0.13
38804203,0.13
536163648,-1.0
563722271,0.8
93750559,0.95
218146873,1.0
301679558,0.13
234860518,-0.34
249443422,0.13
272210765,0.38
408210961,0.88
364466940,0.45
382984492,1.0
300109179,0.13
375354910,1.0
423069162,1.0
227690881,-1.0
26484862,1.0
314217043,
406288826,0.5
62047756,-0.13
240472800,0.13
420499370,0.55
201316902,-1.0
250480744,0.13
45447534,-0.13
540034792,-0.97
7415062,0.13
12716032,0.13
360391783,1.0
300022618,-0.87
437580269,1.0
109207300,1.0
76330142,-0.13
448493761,1.0
43808080,0.46
266101354,-0.38
317970213,1.0
277847029,-0.5
273135069,-0.48
28163598,0.7
359532988,1.0
553955930,0.79
80085089,-1.0
471550595,0.0
266666857,-0.13
524161288,1.0
165012233,-0.13
23353184,-0.13
125946337,1.0
582634065,0.46
40717608,1.0
47928322,1.0
316178437,0.99
26242509,0.95
35009861,-1.0
182377751,1.0
238614268,0.0
267612979,0.13
56909841,0.99
501464456,
16291449,-0.99
456983613,-0.38
249284195,1.0
347664069,0.13
448308895,0.0
200154776,0.85
174482992,0.99
108917534,1.0
88012712,-0.95
37837859,1.0
325809625,-1.0
18038347,-0.99
117266541,-0.13
381730191,0.97
48790981,-0.13
157647102,0.33
191863615,0.5
48521723,0.38
423192093,0.13
350659016,0.13
88787027,1.0
396753529,-1.0
28077116,-0.97
36183212,1.0
378333037,-0.71
34770714,1.0
180744144,1.0
407391775,-0.49
391500256,0.13
26127785,-0.99
393712118,1.0
125918118,
319010309,1.0
30207415,0.99
122486826,0.13
57558397,0.5
243728949,0.93
277997999,-0.13
47040222,1.0
19715023,-0.96
91793824,1.0
526280370,0.85
185577348,0.13
176322110,0.13
54707889,-0.5
31391594,-1.0
276973105,-1.0
29052381,0.13
582034224,-0.99
30787862,-0.96
125597615,-0.13
16333340,-0.97
246480633,-0.93
31586176,-1.0
105169860,-1.0
526280601,1.0
189766171,-0.99
441358035,-0.44
285937091,-0.75
366517819,-0.87
227545946,0.83
355589056,0.0
481791289,-0.28
360417153,0.5
103195785,0.13
454730096,1.0
100176206,-0.85
84036932,-0.71
46606547,0.99
48857556,0.13
381879824,0.0
392725278,-0.75
50165329,1.0
37120141,0.98
25600231,1.0
49960200,-0.13
515525269,-1.0
507101153,0.5
53359680,1.0
197364303,0.13
47830993,0.02
41654154,-0.13
214714473,1.0
146196320,-0.38
234760458,-1.0
68643521,1.0
556834869,0.37
141729675,0.13
429067866,0.13
142121218,1.0
268553873,-1.0
97897689,0.13
557204284,0.33
315617683,1.0
132952741,0.86
50027436,1.0
270411611,-0.13
62376198,1.0
495895292,0.13
66953905,-0.76
465461912,-1.0
63274860,1.0
249565726,0.13
287991041,-1.0
373864790,0.5
59264164,-0.49
265993987,-0.38
524734582,-0.53
243701050,-0.13
395667433,0.13
111818639,-0.99
578186547,-1.0
438708253,0.0
538147744,-0.13
38548180,1.0
513508010,0.5
274099960,-0.5
430755544,0.13
22130640,1.0
428780604,1.0
54318334,-0.99
325670288,-0.13
195625613,-0.13
65825614,0.5
419406465,0.5
221904142,-0.71
228103907,0.13
363824830,0.63
95837407,-0.99
168696409,-0.13
163016375,-0.99
43652844,0.62
413586769,0.92
225329555,0.13
415133132,1.0
389172282,1.0
337019738,-0.06
73510671,0.0
379874947,-0.99
69443779,0.92
481549574,-1.0
524738469,0.13
69906389,-0.5
211207878,-0.98
237944150,1.0
361883311,0.5
279998452,
182785568,1.0
182614204,0.13
153249953,-1.0
25453023,-0.13
162908804,-0.36
165961451,-0.5
146290588,0.5
165138513,0.5
39948606,1.0
187394414,1.0
97535225,-1.0
489458928,0.99
23825865,1.0
94251656,1.0
581329239,0.13
372000880,1.0
35342292,0.99
412418944,1.0
204478006,0.99
444471402,-1.0
27266858,1.0
540335776,0.0
287944685,-0.13
266848730,1.0
61386083,-0.13
22075511,-0.13
479840987,-1.0
54871811,-0.5
243206883,0.13
138368829,0.8
84344190,0.13
396266922,0.99
166942563,1.0
314960262,0.71
198695393,-0.43
547049645,1.0
19501506,-1.0
428089125,1.0
412571363,0.75
379966339,-0.13
226351600,0.99
42654670,-0.13
139304356,0.13
291805873,0.13
161945247,0.41
356213965,0.99
287171979,-0.41
341943003,0.13
277613985,0.13
30568035,-1.0
318243480,1.0
257194545,-0.28
126750510,0.99
81573627,-0.99
365833016,0.47
495322309,0.0
456661498,-1.0
331178094,-0.97
571989448,1.0
125953888,0.47
162273217,1.0
162928316,0.0
38631783,-0.13
14456192,-0.99
43187865,-0.12
258395596,-0.99
307842867,1.0
323003404,0.13
60062588,-1.0
15267777,-1.0
216435953,1.0
446270522,
386880692,0.0
330541879,-0.13
28817240,-0.5
377653779,0.94
99436056,0.13
168604244,1.0
391199593,-0.42
266276184,0.13
390812783,-0.87
84733560,1.0
188281099,1.0
524735010,0.13
320440287,1.0
338037100,-0.13
138708249,-0.13
232462088,0.13
363063575,0.5
270564273,-0.13
172112748,0.13
565872977,-0.13
435390793,-0.99
439193029,0.99
282783847,-0.33
280015852,-1.0
128280423,-0.13
260995357,-1.0
505871555,-0.13
318179706,-0.99
524877753,0.13
278288953,0.48
534595764,0.39
133365024,-0.56
82308754,1.0
153962859,-0.99
295110039,1.0
84998073,0.13
50698730,0.5
324375514,0.99
14412930,-0.95
174718338,-0.13
154978521,1.0
33953176,-0.97
217271701,-0.98
15525361,0.99
26178747,1.0
17278045,-0.57
484059475,-1.0
214727521,-0.98
522152249,-0.13
36394020,1.0
35285487,1.0
491609830,-1.0
161844474,1.0
332594894,0.99
110367072,-0.13
325755553,-0.13
22166002,1.0
418956766,-1.0
190269558,1.0
582657942,1.0
218757666,-0.13
130190938,0.43
237956963,-0.13
390844730,0.94
117738145,-0.13
283541392,-0.13
507216298,0.5
123606455,0.13
131292321,1.0
38686517,0.96
399336140,-0.13
324260186,0.13
334767175,0.5
177975060,-0.97
118038031,1.0
25815224,-0.45
227981581,-0.37
202486170,-0.99
324668826,0.99
363651183,1.0
200504345,1.0
101060984,-0.9
144845398,0.32
364677338,1.0
256247679,0.99
422753843,-0.13
17674315,-0.56
158851208,-1.0
535047282,-0.58
467785352,1.0
192851686,-0.37
447775429,1.0
371348694,1.0
49464773,1.0
404139234,-0.13
337854758,0.98
21398381,0.98
256318998,-0.99
187016572,-0.13
557684017,-0.49
210965280,1.0
441494152,1.0
401169552,-1.0
63639520,1.0
336054306,0.49
147177063,0.5
18540190,1.0
22456817,-1.0
309280084,-0.52
18914744,1.0
341878362,0.13
21781645,0.0
352052398,-0.79
495466926,-0.13
454276153,0.99
35564958,1.0
125069947,0.99
440424075,-0.9
6173342,-0.99
213586120,1.0
56393055,-0.99
309302452,-1.0
40009960,-0.68
537706133,0.13
252487202,-1.0
517851427,-0.85
224870708,-0.42
462923668,-0.5
412717316,-1.0
386686347,-0.31
305264303,1.0
139929253,-1.0
148067522,0.88
62183935,-0.99
501815996,0.99
178108127,0.13
27679646,-0.13
62922634,-1.0
399337363,0.49
472958230,0.71
141354059,-0.68
308620021,-0.85
505064454,1.0
77515271,0.13
30797508,0.98
277729298,0.13
406131811,-1.0
327018298,-0.5
